"City, State",State,City,E,N,A,C,O
"Morehead, Kentucky",Morehead,Kentucky,0.03,0.04,0.03,0.01,-0.05
"Moreno Valley, California",Moreno Valley,California,-0.01,-0.03,0.04,-0.0,0.03
"Morgan City, Louisiana",Morgan City,Louisiana,-0.05,0.1,-0.04,0.0,0.0
"Morgan Hill, California",Morgan Hill,California,0.0,0.09,-0.01,-0.09,-0.02
"Morganton, North Carolina",Morganton,North Carolina,-0.04,0.0,0.01,0.02,0.04
"Morgantown, West Virginia",Morgantown,West Virginia,-0.02,0.03,0.02,-0.0,0.04
"Morrilton, Arkansas",Morrilton,Arkansas,-0.01,0.07,0.02,0.0,-0.08
"Morris, Illinois",Morris,Illinois,-0.01,0.08,0.05,-0.0,0.01
"Morristown, New Jersey",Morristown,New Jersey,0.0,0.03,-0.03,-0.03,-0.04
"Morristown, Tennessee",Morristown,Tennessee,0.0,0.01,0.02,0.01,-0.05
"Morrisville, Pennsylvania",Morrisville,Pennsylvania,-0.01,0.06,-0.07,0.0,-0.11
"Morton Grove, Illinois",Morton Grove,Illinois,0.01,-0.01,-0.01,-0.02,0.0
"Morton, Illinois",Morton,Illinois,0.02,-0.06,0.04,0.04,0.01
"Moscow, Idaho",Moscow,Idaho,-0.0,-0.02,0.03,-0.01,0.03
"Moses Lake, Washington",Moses Lake,Washington,-0.04,-0.02,0.06,0.0,-0.07
"Mosinee, Wisconsin",Mosinee,Wisconsin,-0.0,-0.01,0.02,0.01,-0.05
"Moss Bluff, Louisiana",Moss Bluff,Louisiana,-0.02,0.03,0.01,0.01,-0.08
"Moss Point, Mississippi",Moss Point,Mississippi,0.02,-0.04,0.01,0.01,-0.01
"Moultrie, Georgia",Moultrie,Georgia,-0.01,0.04,-0.01,-0.02,-0.05
"Mound, Minnesota",Mound,Minnesota,0.01,-0.01,0.07,0.04,-0.04
"Mount Airy, Maryland",Mount Airy,Maryland,-0.02,0.02,0.05,-0.01,-0.1
"Mount Airy, North Carolina",Mount Airy,North Carolina,-0.0,0.06,0.0,0.0,-0.08
"Mount Clemens, Michigan",Mount Clemens,Michigan,0.01,-0.01,0.0,-0.0,0.01
"Mount Holly, New Jersey",Mount Holly,New Jersey,0.02,0.08,-0.05,-0.01,0.03
"Mount Juliet, Tennessee",Mount Juliet,Tennessee,-0.01,-0.04,0.06,0.02,-0.06
"Mount Laurel, New Jersey",Mount Laurel,New Jersey,-0.0,-0.01,-0.07,-0.05,0.04
"Mount Pleasant, Michigan",Mount Pleasant,Michigan,-0.02,0.03,-0.01,-0.01,0.03
"Mount Pleasant, South Carolina",Mount Pleasant,South Carolina,0.01,0.02,0.05,-0.03,-0.04
"Mount Pleasant, Texas",Mount Pleasant,Texas,-0.02,0.02,0.07,-0.01,-0.11
"Mount Prospect, Illinois",Mount Prospect,Illinois,-0.01,0.02,0.05,-0.04,0.0
"Mount Vernon, New York",Mount Vernon,New York,-0.01,0.0,-0.13,-0.06,0.01
"Mount Vernon, Ohio",Mount Vernon,Ohio,-0.03,0.04,0.09,-0.0,-0.04
"Mount Vernon, Washington",Mount Vernon,Washington,0.04,0.05,0.04,-0.0,0.04
"Mountain Home, Arkansas",Mountain Home,Arkansas,-0.05,0.03,0.03,-0.01,-0.01
"Mountain Home, Idaho",Mountain Home,Idaho,0.02,0.01,0.01,0.02,0.02
"Mountain View, California",Mountain View,California,-0.04,-0.04,0.04,-0.03,0.05
"Mountlake Terrace, Washington",Mountlake Terrace,Washington,-0.05,0.02,0.04,-0.03,-0.05
"Mukilteo, Washington",Mukilteo,Washington,0.0,-0.04,0.02,-0.02,0.08
"Mukwonago, Wisconsin",Mukwonago,Wisconsin,0.02,0.07,0.02,-0.0,0.0
"Mullica Hill, New Jersey",Mullica Hill,New Jersey,0.01,0.0,0.03,-0.01,-0.03
"Mulvane, Kansas",Mulvane,Kansas,0.01,-0.04,0.09,-0.0,-0.02
"Muncie, Indiana",Muncie,Indiana,-0.01,0.02,-0.03,0.08,-0.04
"Mundelein, Illinois",Mundelein,Illinois,-0.02,0.03,0.05,-0.03,0.04
"Munster, Indiana",Munster,Indiana,-0.05,0.04,0.03,-0.04,-0.0
"Murfreesboro, Tennessee",Murfreesboro,Tennessee,0.03,0.03,0.03,0.01,-0.04
"Murray, Kentucky",Murray,Kentucky,0.03,0.02,0.06,0.02,0.01
"Murray, Utah",Murray,Utah,-0.01,-0.07,0.05,0.02,-0.05
"Murrieta, California",Murrieta,California,0.03,-0.03,0.1,-0.02,-0.04
"Murrysville, Pennsylvania",Murrysville,Pennsylvania,0.02,0.02,0.02,0.01,0.0
"Muscatine, Iowa",Muscatine,Iowa,-0.01,-0.01,0.05,-0.0,-0.08
"Muscle Shoals, Alabama",Muscle Shoals,Alabama,-0.01,-0.0,-0.03,-0.01,0.01
"Muskego, Wisconsin",Muskego,Wisconsin,0.03,0.0,0.05,-0.03,-0.03
"Muskegon, Michigan",Muskegon,Michigan,0.01,-0.01,-0.01,0.01,-0.09
"Muskogee, Oklahoma",Muskogee,Oklahoma,-0.05,0.06,-0.02,0.0,-0.04
"Mustang, Oklahoma",Mustang,Oklahoma,-0.01,0.01,0.07,0.06,-0.11
"Myrtle Beach, South Carolina",Myrtle Beach,South Carolina,0.05,-0.06,0.05,0.03,0.02
"Mystic, Connecticut",Mystic,Connecticut,0.02,-0.0,0.07,-0.0,0.02
"Nacogdoches, Texas",Nacogdoches,Texas,0.0,0.07,0.05,0.06,0.02
"Nampa, Idaho",Nampa,Idaho,-0.04,-0.0,0.03,0.02,-0.11
"Napa, California",Napa,California,-0.05,0.11,-0.01,-0.07,0.02
"Naperville, Illinois",Naperville,Illinois,0.02,-0.01,0.07,0.0,0.02
"Naples, Florida",Naples,Florida,0.05,-0.04,-0.02,0.01,-0.01
"Napoleon, Ohio",Napoleon,Ohio,-0.05,0.07,0.01,-0.01,-0.04
"Nashua, New Hampshire",Nashua,New Hampshire,-0.05,0.07,0.07,-0.03,-0.05
"Nashville, Arkansas",Nashville,Arkansas,0.01,0.01,-0.0,0.0,-0.07
"Nashville, Indiana",Nashville,Indiana,-0.01,0.01,0.07,-0.0,0.01
"Nashville, Tennessee",Nashville,Tennessee,0.08,-0.07,0.05,0.03,0.1
"Nassau County, New York",Nassau County,New York,0.01,0.06,-0.01,-0.02,-0.05
"Natchez, Mississippi",Natchez,Mississippi,0.01,-0.0,0.07,0.0,0.06
"Natchitoches, Louisiana",Natchitoches,Louisiana,0.03,0.02,-0.05,0.03,0.07
"Natick, Massachusetts",Natick,Massachusetts,-0.03,0.04,0.02,0.0,-0.03
"National City, California",National City,California,-0.04,-0.02,-0.01,-0.06,-0.07
"Naugatuck, Connecticut",Naugatuck,Connecticut,-0.0,0.01,0.0,0.0,-0.06
"Navarre, Florida",Navarre,Florida,0.0,-0.07,0.02,0.02,-0.03
"Nazareth, Pennsylvania",Nazareth,Pennsylvania,-0.0,-0.04,0.08,0.03,-0.04
"Nebraska City, Nebraska",Nebraska City,Nebraska,0.01,0.07,-0.01,-0.01,-0.02
"Nederland, Texas",Nederland,Texas,0.01,0.07,0.02,0.02,-0.05
"Needham, Massachusetts",Needham,Massachusetts,0.02,-0.05,0.03,0.01,0.02
"Neenah, Wisconsin",Neenah,Wisconsin,-0.02,0.02,0.03,-0.02,-0.07
"Neosho, Missouri",Neosho,Missouri,-0.05,0.04,-0.01,-0.01,-0.04
"Neptune, New Jersey",Neptune,New Jersey,0.01,0.0,-0.02,0.01,0.02
"Nevada City, California",Nevada City,California,-0.02,-0.03,0.04,-0.02,0.08
"Nevada, Missouri",Nevada,Missouri,-0.01,0.03,-0.05,0.01,-0.1
"New Albany, Indiana",New Albany,Indiana,0.01,0.06,0.04,0.02,-0.07
"New Albany, Mississippi",New Albany,Mississippi,-0.03,0.08,-0.01,0.02,-0.06
"New Albany, Ohio",New Albany,Ohio,-0.03,0.02,0.01,0.02,-0.06
"New Baltimore, Michigan",New Baltimore,Michigan,-0.0,0.08,-0.01,-0.05,-0.04
"New Bedford, Massachusetts",New Bedford,Massachusetts,-0.04,0.07,-0.02,-0.04,-0.08
"New Berlin, Wisconsin",New Berlin,Wisconsin,-0.01,0.01,0.06,-0.01,-0.06
"New Bern, North Carolina",New Bern,North Carolina,0.01,-0.03,0.01,0.06,0.04
"New Braunfels, Texas",New Braunfels,Texas,-0.03,-0.11,0.03,-0.03,-0.06
"New Brighton, Minnesota",New Brighton,Minnesota,0.02,0.04,0.02,-0.0,-0.01
"New Britain, Connecticut",New Britain,Connecticut,-0.02,0.01,-0.1,-0.05,-0.06
"New Brunswick, New Jersey",New Brunswick,New Jersey,0.02,-0.01,-0.08,-0.03,0.12
"New Canaan, Connecticut",New Canaan,Connecticut,0.01,0.03,0.04,0.01,0.01
"New Caney, Texas",New Caney,Texas,0.0,0.03,0.0,0.0,-0.08
"New Carlisle, Ohio",New Carlisle,Ohio,-0.01,0.02,0.03,0.01,-0.04
"New Castle, Delaware",New Castle,Delaware,0.02,-0.02,-0.05,0.01,-0.02
"New Castle, Indiana",New Castle,Indiana,-0.01,0.04,0.02,0.01,0.01
"New Castle, Pennsylvania",New Castle,Pennsylvania,-0.03,0.05,-0.01,0.04,-0.1
"New City, New York",New City,New York,-0.0,-0.0,0.04,-0.03,-0.01
"New Hartford, New York",New Hartford,New York,-0.06,0.04,-0.0,-0.01,-0.02
"New Haven, Connecticut",New Haven,Connecticut,0.07,-0.09,-0.11,0.06,0.09
"New Haven, Indiana",New Haven,Indiana,-0.01,-0.02,-0.04,-0.01,-0.03
"New Hyde Park, New York",New Hyde Park,New York,-0.0,0.01,0.04,-0.02,-0.02
"New Iberia, Louisiana",New Iberia,Louisiana,-0.0,0.05,0.05,-0.03,-0.03
"New Kensington, Pennsylvania",New Kensington,Pennsylvania,0.01,0.04,-0.01,0.03,-0.07
"New Lenox, Illinois",New Lenox,Illinois,0.02,-0.02,0.04,-0.01,-0.09
"New London, Connecticut",New London,Connecticut,0.01,0.0,-0.02,0.02,0.1
"New London, Wisconsin",New London,Wisconsin,-0.07,0.07,0.03,0.0,-0.04
"New Milford, Connecticut",New Milford,Connecticut,-0.04,0.07,-0.02,-0.09,-0.03
"New Orleans, Louisiana",New Orleans,Louisiana,0.15,-0.11,-0.05,0.05,0.18
"New Palestine, Indiana",New Palestine,Indiana,-0.04,0.05,0.04,-0.02,-0.04
"New Paltz, New York",New Paltz,New York,0.02,0.01,0.03,-0.02,0.06
"New Philadelphia, Ohio",New Philadelphia,Ohio,-0.01,0.06,0.03,0.03,-0.07
"New Port Richey, Florida",New Port Richey,Florida,-0.03,0.09,-0.01,0.02,-0.01
"New Prague, Minnesota",New Prague,Minnesota,-0.01,0.02,0.06,-0.0,-0.08
"New Richmond, Ohio",New Richmond,Ohio,-0.03,0.08,-0.02,-0.01,0.03
"New Richmond, Wisconsin",New Richmond,Wisconsin,0.0,-0.04,0.06,0.01,-0.08
"New Rochelle, New York",New Rochelle,New York,0.05,-0.03,-0.08,0.02,-0.03
"New Smyrna Beach, Florida",New Smyrna Beach,Florida,0.02,0.0,0.01,0.0,0.04
"New Ulm, Minnesota",New Ulm,Minnesota,-0.0,0.04,0.07,-0.01,-0.04
"New Windsor, New York",New Windsor,New York,-0.02,0.02,0.04,0.02,0.09
"New York, New York",New York,New York,0.05,-0.04,-0.17,-0.03,0.15
"Newark, California",Newark,California,-0.03,-0.05,0.04,-0.03,0.01
"Newark, Delaware",Newark,Delaware,-0.01,-0.0,0.06,0.04,-0.04
"Newark, New Jersey",Newark,New Jersey,0.14,-0.16,-0.21,0.03,0.09
"Newark, New York",Newark,New York,0.04,-0.03,0.02,0.03,-0.02
"Newark, Ohio",Newark,Ohio,-0.04,0.04,0.02,0.04,-0.04
"Newaygo, Michigan",Newaygo,Michigan,-0.04,0.1,0.01,0.03,-0.01
"Newberg, Oregon",Newberg,Oregon,0.05,-0.06,0.08,0.02,0.03
"Newburgh, Indiana",Newburgh,Indiana,-0.01,0.06,0.03,-0.06,-0.05
"Newburgh, New York",Newburgh,New York,0.03,0.08,-0.07,-0.07,-0.02
"Newbury Park, California",Newbury Park,California,0.02,-0.02,0.04,-0.04,-0.0
"Newburyport, Massachusetts",Newburyport,Massachusetts,-0.0,0.04,-0.01,-0.02,-0.03
"Newington, Connecticut",Newington,Connecticut,-0.04,0.05,-0.01,-0.01,-0.05
"Newnan, Georgia",Newnan,Georgia,0.02,0.04,0.04,0.03,-0.12
"Newport Beach, California",Newport Beach,California,0.14,-0.11,0.0,0.04,0.04
"Newport News, Virginia",Newport News,Virginia,0.0,-0.01,0.01,-0.05,0.02
"Newport, Kentucky",Newport,Kentucky,-0.0,0.02,0.01,0.0,-0.05
"Newport, North Carolina",Newport,North Carolina,-0.0,0.02,-0.01,-0.01,-0.01
"Newport, Oregon",Newport,Oregon,-0.02,0.02,0.0,0.01,0.01
"Newport, Rhode Island",Newport,Rhode Island,-0.06,0.06,-0.03,-0.05,0.01
"Newport, Washington",Newport,Washington,-0.01,0.02,0.02,-0.02,-0.06
"Newton Falls, Ohio",Newton Falls,Ohio,-0.03,0.06,0.0,-0.04,-0.05
"Newton, Iowa",Newton,Iowa,0.01,0.01,-0.0,0.01,-0.1
"Newton, Kansas",Newton,Kansas,0.03,0.0,0.05,-0.01,0.0
"Newton, Massachusetts",Newton,Massachusetts,0.05,0.01,0.07,0.02,-0.01
"Newton, New Jersey",Newton,New Jersey,-0.02,-0.03,0.03,0.02,-0.01
"Newtown Square, Pennsylvania",Newtown Square,Pennsylvania,0.03,-0.01,0.06,-0.01,-0.0
"Newtown, Connecticut",Newtown,Connecticut,-0.04,0.03,-0.04,-0.02,-0.05
"Newtown, Pennsylvania",Newtown,Pennsylvania,-0.01,-0.01,0.04,-0.03,0.06
"Niagara Falls, New York",Niagara Falls,New York,-0.01,0.12,-0.06,0.01,-0.02
"Niceville, Florida",Niceville,Florida,-0.04,0.05,0.06,-0.05,-0.05
"Nicholasville, Kentucky",Nicholasville,Kentucky,-0.02,0.02,0.04,0.01,-0.01
"Niles, Illinois",Niles,Illinois,0.01,-0.02,0.03,0.02,0.02
"Niles, Michigan",Niles,Michigan,-0.03,0.1,-0.02,0.0,-0.0
"Niles, Ohio",Niles,Ohio,-0.0,0.11,-0.03,0.03,0.04
"Nipomo, California",Nipomo,California,-0.0,-0.01,0.05,0.01,-0.04
"Niskayuna, New York",Niskayuna,New York,0.03,0.02,0.03,-0.04,-0.01
"Nixa, Missouri",Nixa,Missouri,-0.01,-0.0,0.07,0.01,-0.0
"Noble, Oklahoma",Noble,Oklahoma,-0.02,0.01,0.03,0.01,-0.09
"Noblesville, Indiana",Noblesville,Indiana,-0.01,0.04,0.04,0.03,-0.04
"Nogales, Arizona",Nogales,Arizona,0.02,-0.01,0.03,-0.02,-0.09
"Norco, California",Norco,California,-0.01,0.03,0.03,-0.02,0.01
"Norcross, Georgia",Norcross,Georgia,-0.03,0.02,0.03,-0.06,-0.04
"Norfolk, Nebraska",Norfolk,Nebraska,-0.02,0.02,-0.05,0.04,-0.07
"Norfolk, Virginia",Norfolk,Virginia,0.06,-0.04,-0.04,0.03,0.13
"Normal, Illinois",Normal,Illinois,-0.04,0.07,0.01,0.02,0.01
"Norman, Oklahoma",Norman,Oklahoma,-0.05,0.09,0.03,-0.01,0.11
"Norristown, Pennsylvania",Norristown,Pennsylvania,0.03,0.04,-0.1,-0.04,0.02
"North Adams, Massachusetts",North Adams,Massachusetts,-0.01,0.02,-0.01,-0.01,-0.02
"North Andover, Massachusetts",North Andover,Massachusetts,0.02,-0.01,-0.02,0.01,0.03
"North Atlanta, Georgia",North Atlanta,Georgia,0.01,0.04,0.01,-0.03,0.03
"North Attleboro, Massachusetts",North Attleboro,Massachusetts,-0.0,0.04,0.04,-0.01,-0.02
"North Augusta, South Carolina",North Augusta,South Carolina,-0.03,0.03,0.0,0.0,-0.06
"North Aurora, Illinois",North Aurora,Illinois,-0.03,0.04,0.03,-0.01,0.01
"North Babylon, New York",North Babylon,New York,0.02,0.08,-0.01,0.0,0.01
"North Bend, Oregon",North Bend,Oregon,-0.02,-0.01,0.04,0.02,-0.01
"North Bend, Washington",North Bend,Washington,-0.03,-0.05,0.07,0.02,-0.02
"North Bergen, New Jersey",North Bergen,New Jersey,-0.03,0.03,-0.06,-0.02,-0.01
"North Branch, Minnesota",North Branch,Minnesota,-0.02,-0.0,0.03,0.0,-0.12
"North Brunswick, New Jersey",North Brunswick,New Jersey,0.04,-0.0,0.0,-0.0,-0.04
"North Canton, Ohio",North Canton,Ohio,-0.0,-0.03,0.02,0.02,0.0
"North Charleston, South Carolina",North Charleston,South Carolina,0.02,-0.01,0.02,-0.01,-0.07
"North Chicago, Illinois",North Chicago,Illinois,0.02,0.01,-0.03,-0.03,0.08
"North East, Maryland",North East,Maryland,-0.03,0.04,0.0,-0.01,0.07
"North Haven, Connecticut",North Haven,Connecticut,0.01,0.02,-0.03,-0.02,-0.03
"North Hollywood, California",North Hollywood,California,0.01,-0.12,0.09,-0.01,0.13
"North Houston, Texas",North Houston,Texas,0.03,-0.0,0.04,-0.0,-0.1
"North Kansas City, Missouri",North Kansas City,Missouri,0.0,0.02,-0.02,-0.01,-0.03
"North Kingstown, Rhode Island",North Kingstown,Rhode Island,-0.07,0.1,0.04,-0.01,-0.03
"North Las Vegas, Nevada",North Las Vegas,Nevada,-0.04,0.02,-0.06,0.01,0.05
"North Lauderdale, Florida",North Lauderdale,Florida,0.0,0.0,0.03,0.01,-0.03
"North Little Rock, Arkansas",North Little Rock,Arkansas,-0.0,-0.04,0.08,0.07,-0.08
"North Manchester, Indiana",North Manchester,Indiana,-0.02,-0.0,0.04,0.0,-0.01
"North Miami Beach, Florida",North Miami Beach,Florida,-0.02,0.0,-0.06,-0.03,0.05
"North Miami, Florida",North Miami,Florida,-0.01,-0.01,-0.05,0.03,0.09
"North Myrtle Beach, South Carolina",North Myrtle Beach,South Carolina,0.03,0.04,0.02,-0.03,-0.06
"North Ogden, Utah",North Ogden,Utah,0.0,-0.01,0.08,0.04,-0.11
"North Olmsted, Ohio",North Olmsted,Ohio,-0.03,0.04,-0.02,-0.03,-0.07
"North Plainfield, New Jersey",North Plainfield,New Jersey,0.01,0.03,0.01,0.01,-0.01
"North Platte, Nebraska",North Platte,Nebraska,-0.02,0.03,0.06,0.04,-0.06
"North Pole, Alaska",North Pole,Alaska,-0.05,0.06,0.0,-0.02,0.0
"North Port, Florida",North Port,Florida,0.01,-0.02,0.06,0.01,-0.03
"North Providence, Rhode Island",North Providence,Rhode Island,-0.02,0.02,0.01,0.02,-0.05
"North Reading, Massachusetts",North Reading,Massachusetts,-0.04,0.02,0.03,0.0,-0.01
"North Richland Hills, Texas",North Richland Hills,Texas,-0.05,0.08,0.01,-0.01,-0.05
"North Ridgeville, Ohio",North Ridgeville,Ohio,0.02,0.03,-0.01,0.0,-0.05
"North Royalton, Ohio",North Royalton,Ohio,0.03,0.04,-0.01,0.0,-0.09
"North Tonawanda, New York",North Tonawanda,New York,-0.04,0.1,-0.02,0.02,-0.06
"North Vernon, Indiana",North Vernon,Indiana,0.03,0.0,0.03,0.04,0.0
"Northampton, Massachusetts",Northampton,Massachusetts,-0.08,0.01,0.06,-0.02,0.11
"Northampton, Pennsylvania",Northampton,Pennsylvania,0.04,-0.04,0.03,0.02,-0.02
"Northborough, Massachusetts",Northborough,Massachusetts,0.0,0.0,0.02,0.02,-0.03
"Northbrook, Illinois",Northbrook,Illinois,0.01,0.01,-0.02,0.01,-0.05
"Northfield, Minnesota",Northfield,Minnesota,-0.03,0.08,-0.01,-0.04,0.01
"Northglenn, Colorado",Northglenn,Colorado,0.0,-0.04,0.11,0.05,-0.05
"Northlake, Illinois",Northlake,Illinois,-0.03,0.02,0.07,-0.02,-0.06
"Northport, Alabama",Northport,Alabama,-0.02,-0.02,0.07,0.01,-0.02
"Northport, New York",Northport,New York,0.02,0.03,-0.06,0.03,-0.03
"Northridge, California",Northridge,California,-0.01,0.06,-0.03,-0.02,0.12
"Northville, Michigan",Northville,Michigan,0.03,-0.02,0.05,-0.01,-0.02
"Norton, Massachusetts",Norton,Massachusetts,0.03,-0.0,0.05,-0.02,-0.03
"Norton, Ohio",Norton,Ohio,-0.0,0.08,0.02,-0.01,-0.08
"Norwalk, California",Norwalk,California,0.02,-0.01,-0.02,-0.04,0.12
"Norwalk, Connecticut",Norwalk,Connecticut,-0.01,-0.04,-0.02,0.01,0.01
"Norwalk, Iowa",Norwalk,Iowa,0.01,0.05,0.05,0.03,-0.07
"Norwalk, Ohio",Norwalk,Ohio,-0.03,0.09,0.02,0.01,-0.07
"Norwich, Connecticut",Norwich,Connecticut,-0.02,0.01,-0.01,-0.01,0.02
"Norwood, Massachusetts",Norwood,Massachusetts,-0.03,0.08,-0.07,-0.04,-0.06
"Novato, California",Novato,California,0.02,0.06,0.06,-0.04,0.09
"Novi, Michigan",Novi,Michigan,-0.02,-0.05,0.04,0.01,0.06
"Nutley, New Jersey",Nutley,New Jersey,0.02,0.06,-0.02,-0.06,0.03
"Nyack, New York",Nyack,New York,0.0,0.06,0.01,0.01,0.11
"O'fallon, Illinois",O'fallon,Illinois,-0.01,-0.0,0.05,0.02,-0.07
"O'fallon, Missouri",O'fallon,Missouri,0.03,0.02,0.02,0.0,0.02
"Oak Cliff, Texas",Oak Cliff,Texas,0.01,-0.03,-0.06,0.0,0.04
"Oak Creek, Wisconsin",Oak Creek,Wisconsin,0.0,0.03,0.01,-0.02,-0.07
"Oak Forest, Illinois",Oak Forest,Illinois,-0.01,0.04,-0.01,-0.04,-0.06
"Oak Harbor, Washington",Oak Harbor,Washington,-0.08,0.08,0.06,-0.03,0.07
"Oak Lawn, Illinois",Oak Lawn,Illinois,0.03,0.03,0.01,0.03,0.01
"Oak Park, California",Oak Park,California,0.01,0.01,0.01,0.01,0.01
"Oak Park, Illinois",Oak Park,Illinois,0.01,-0.05,0.0,-0.04,0.07
"Oak Park, Michigan",Oak Park,Michigan,0.0,0.0,0.01,0.0,-0.01
"Oak Ridge, Tennessee",Oak Ridge,Tennessee,-0.0,0.07,0.06,-0.05,-0.08
"Oakdale, California",Oakdale,California,-0.02,0.0,0.06,0.02,-0.06
"Oakdale, Minnesota",Oakdale,Minnesota,-0.0,0.0,0.03,0.01,-0.12
"Oakhurst, California",Oakhurst,California,-0.02,0.02,0.07,0.0,-0.03
"Oakland, California",Oakland,California,0.05,-0.08,-0.11,-0.09,0.19
"Oakley, California",Oakley,California,0.01,-0.0,-0.0,-0.03,-0.07
"Ocala, Florida",Ocala,Florida,-0.01,-0.02,0.07,0.03,-0.0
"Ocean City, Maryland",Ocean City,Maryland,0.01,0.03,0.01,0.01,0.05
"Ocean City, New Jersey",Ocean City,New Jersey,0.03,0.0,0.02,-0.02,-0.03
"Ocean Springs, Mississippi",Ocean Springs,Mississippi,-0.01,0.04,0.03,-0.04,0.05
"Ocean, New Jersey",Ocean,New Jersey,0.02,-0.04,0.02,0.02,0.03
"Oceanside, California",Oceanside,California,0.09,-0.08,-0.0,0.0,0.1
"Oceanside, New York",Oceanside,New York,0.07,0.0,0.0,0.02,0.0
"Ocoee, Florida",Ocoee,Florida,-0.01,0.05,-0.0,-0.02,-0.03
"Oconomowoc, Wisconsin",Oconomowoc,Wisconsin,-0.0,0.02,0.05,-0.01,-0.02
"Odenton, Maryland",Odenton,Maryland,0.04,-0.02,0.03,0.0,-0.02
"Odessa, Missouri",Odessa,Missouri,-0.01,0.06,-0.04,-0.02,-0.06
"Odessa, Texas",Odessa,Texas,0.01,-0.03,0.0,0.01,-0.02
"Ogden, Utah",Ogden,Utah,-0.08,-0.01,0.09,0.05,-0.01
"Oil City, Pennsylvania",Oil City,Pennsylvania,-0.03,0.05,-0.02,-0.01,0.01
"Ojai, California",Ojai,California,0.02,-0.06,0.04,0.01,0.07
"Okeechobee, Florida",Okeechobee,Florida,-0.01,0.05,-0.07,-0.03,-0.05
"Okemos, Michigan",Okemos,Michigan,0.01,0.01,0.03,-0.04,0.0
"Oklahoma City, Oklahoma",Oklahoma City,Oklahoma,-0.04,0.02,0.01,0.02,-0.01
"Okmulgee, Oklahoma",Okmulgee,Oklahoma,-0.0,-0.05,0.0,-0.0,0.01
"Olathe, Kansas",Olathe,Kansas,-0.03,0.01,0.07,-0.03,-0.06
"Old Bridge, New Jersey",Old Bridge,New Jersey,0.01,0.08,-0.03,-0.0,-0.09
"Olean, New York",Olean,New York,-0.02,0.0,0.08,0.0,-0.05
"Olive Branch, Mississippi",Olive Branch,Mississippi,-0.03,0.07,0.02,0.03,-0.11
"Olmsted Falls, Ohio",Olmsted Falls,Ohio,0.01,0.03,0.01,-0.0,-0.02
"Olney, Maryland",Olney,Maryland,-0.0,0.06,-0.01,-0.04,-0.03
"Olympia, Washington",Olympia,Washington,0.05,-0.02,0.1,-0.01,0.05
"Omaha, Nebraska",Omaha,Nebraska,0.01,-0.01,0.03,0.03,-0.03
"Onalaska, Wisconsin",Onalaska,Wisconsin,-0.03,0.02,0.0,-0.02,-0.13
"Oneida, New York",Oneida,New York,-0.01,0.01,0.04,-0.01,-0.05
"Oneonta, New York",Oneonta,New York,-0.02,0.04,-0.04,-0.03,0.04
"Ontario, California",Ontario,California,-0.02,0.02,0.08,-0.04,-0.06
"Ontario, Oregon",Ontario,Oregon,-0.02,0.01,0.04,0.0,-0.07
"Ooltewah, Tennessee",Ooltewah,Tennessee,-0.02,0.03,0.01,-0.03,-0.03
"Opelika, Alabama",Opelika,Alabama,0.01,0.03,0.01,-0.02,-0.03
"Opelousas, Louisiana",Opelousas,Louisiana,0.04,-0.0,0.06,0.01,0.01
"Orange Park, Florida",Orange Park,Florida,-0.03,0.06,-0.05,-0.02,0.01
"Orange, California",Orange,California,0.07,-0.05,0.05,-0.02,0.08
"Orange, New Jersey",Orange,New Jersey,0.02,-0.02,-0.01,-0.04,0.09
"Orange, Texas",Orange,Texas,0.02,0.03,0.01,0.03,-0.03
"Orangeburg, South Carolina",Orangeburg,South Carolina,0.03,-0.04,-0.08,0.01,0.03
"Orangevale, California",Orangevale,California,-0.05,-0.02,0.05,0.0,-0.02
"Orchard Park, New York",Orchard Park,New York,0.02,-0.0,0.03,-0.03,-0.08
"Oregon City, Oregon",Oregon City,Oregon,-0.03,0.04,0.06,-0.0,-0.06
"Oregon, Ohio",Oregon,Ohio,0.01,0.05,0.01,-0.01,-0.06
"Oregon, Wisconsin",Oregon,Wisconsin,0.0,0.05,0.08,-0.02,-0.01
"Orem, Utah",Orem,Utah,-0.04,-0.05,0.17,0.01,-0.05
"Orinda, California",Orinda,California,-0.0,0.02,0.02,-0.02,-0.03
"Orland Park, Illinois",Orland Park,Illinois,0.08,-0.08,0.05,0.01,-0.01
"Orlando, Florida",Orlando,Florida,0.07,-0.07,0.05,0.02,0.02
"Ormond Beach, Florida",Ormond Beach,Florida,-0.0,0.06,0.0,-0.0,0.03
"Oroville, California",Oroville,California,0.03,-0.08,0.06,0.03,-0.05
"Ortonville, Michigan",Ortonville,Michigan,0.06,0.0,0.03,-0.01,-0.05
"Osceola, Wisconsin",Osceola,Wisconsin,-0.04,0.07,0.05,0.01,-0.06
"Oscoda, Michigan",Oscoda,Michigan,-0.03,0.06,-0.05,-0.03,-0.03
"Oshkosh, Wisconsin",Oshkosh,Wisconsin,-0.01,0.07,0.04,-0.04,-0.12
"Oskaloosa, Iowa",Oskaloosa,Iowa,-0.01,0.01,0.01,-0.01,-0.01
"Ossining, New York",Ossining,New York,-0.06,0.05,-0.02,-0.02,-0.01
"Oswego, Illinois",Oswego,Illinois,0.0,0.04,0.0,-0.01,-0.06
"Oswego, New York",Oswego,New York,-0.08,0.16,-0.06,-0.03,0.02
